person_id,name,total_talks,status,candidate_title,candidate_url,match_type,score,snippet,review_status
PERS_e5a5ac24,Невелева Светлана Леонидовна,6,already_confirmed,,"https://ru.wikipedia.org/wiki/Невелева,_Светлана_Леонидовна",curated_authority_ids,100,,done
PERS_cdbd7a15,Кулланда Сергей Всеволодович,5,already_confirmed,,"https://ru.wikipedia.org/wiki/Кулланда,_Сергей_Всеволодович",curated_authority_ids,100,,done
PERS_aa964a12,Самозванцев Андрей Михайлович,2,already_confirmed,,"https://ru.wikipedia.org/wiki/Самозванцев,_Андрей_Михайлович",curated_authority_ids,100,,done
PERS_d3c5382c,Попова Ирина Фёдоровна,1,already_confirmed,,"https://ru.wikipedia.org/wiki/Попова,_Ирина_Фёдоровна",curated_authority_ids,100,,done
PERS_b4cdbfb8,Эрман Владимир Гансович,1,already_confirmed,,"https://ru.wikipedia.org/wiki/Эрман,_Владимир_Гансович",curated_authority_ids,100,,done
PERS_11da326d,Тавастшерна Сергей Сергеевич,29,candidate,"Тавастшерна, Сергей Сергеевич",https://ru.wikipedia.org/wiki/%D0%A2%D0%B0%D0%B2%D0%B0%D1%81%D1%82%D1%88%D0%B5%D1%80%D0%BD%D0%B0%2C_%D0%A1%D0%B5%D1%80%D0%B3%D0%B5%D0%B9_%D0%A1%D0%B5%D1%80%D0%B3%D0%B5%D0%B5%D0%B2%D0%B8%D1%87,page_title_full_name,95,"Серге́й Серге́евич Тавастше́рна (р. 10 мая 1965, Ленинград) — российский индолог-санскритолог, специалист в области древнеиндийской лингвистической традиции;",todo
PERS_12125da9,Лысенко Виктория Георгиевна,25,candidate,"Лысенко, Виктория Георгиевна",https://ru.wikipedia.org/wiki/%D0%9B%D1%8B%D1%81%D0%B5%D0%BD%D0%BA%D0%BE%2C_%D0%92%D0%B8%D0%BA%D1%82%D0%BE%D1%80%D0%B8%D1%8F_%D0%93%D0%B5%D0%BE%D1%80%D0%B3%D0%B8%D0%B5%D0%B2%D0%BD%D0%B0,page_title_full_name,95,"Викто́рия Гео́ргиевна Лысе́нко (род. 22 марта 1953, Пржевальск) — советский и российский философ, индолог и буддолог, специалист по индийской и ранней",todo
PERS_1fa7cc0c,Дубянский Александр Михайлович,21,candidate,"Дубянский, Александр",https://ru.wikipedia.org/wiki/%D0%94%D1%83%D0%B1%D1%8F%D0%BD%D1%81%D0%BA%D0%B8%D0%B9%2C_%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80,page_title_full_name,95,"деятель науки и техники РСФСР. Дубянский , Александр Михайлович (1941—2020) — российский индолог-дравидолог. Дубянский , Александр Яковлевич (1771—1851) — российский",todo
PERS_1fa7cc0c,Дубянский Александр Михайлович,21,candidate,"Дубянский, Александр Михайлович",https://ru.wikipedia.org/wiki/%D0%94%D1%83%D0%B1%D1%8F%D0%BD%D1%81%D0%BA%D0%B8%D0%B9%2C_%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80_%D0%9C%D0%B8%D1%85%D0%B0%D0%B9%D0%BB%D0%BE%D0%B2%D0%B8%D1%87,page_title_full_name,95,"Алекса́ндр Миха́йлович Дубя́нский (27 апреля 1941, Москва — 18 ноября 2020, там же) — советский и российский индолог-дравидолог, специалист по истории",todo
PERS_829c1de5,Васильков Ярослав Владимирович,20,candidate,"Васильков, Ярослав Владимирович",https://ru.wikipedia.org/wiki/%D0%92%D0%B0%D1%81%D0%B8%D0%BB%D1%8C%D0%BA%D0%BE%D0%B2%2C_%D0%AF%D1%80%D0%BE%D1%81%D0%BB%D0%B0%D0%B2_%D0%92%D0%BB%D0%B0%D0%B4%D0%B8%D0%BC%D0%B8%D1%80%D0%BE%D0%B2%D0%B8%D1%87,page_title_full_name,95,"Яросла́в Влади́мирович Василько́в (род. 12 декабря 1943, Полярный, Мурманская область) — советский и российский индолог, переводчик и исследователь «Махабхараты»",todo
PERS_9a855a7b,Альбедиль Маргарита Федоровна,19,candidate,"Альбедиль, Маргарита Фёдоровна",https://ru.wikipedia.org/wiki/%D0%90%D0%BB%D1%8C%D0%B1%D0%B5%D0%B4%D0%B8%D0%BB%D1%8C%2C_%D0%9C%D0%B0%D1%80%D0%B3%D0%B0%D1%80%D0%B8%D1%82%D0%B0_%D0%A4%D1%91%D0%B4%D0%BE%D1%80%D0%BE%D0%B2%D0%BD%D0%B0,page_title_full_name,95,"Юго-Восточной Азии: Альбедиль Маргарита Федоровна Альбедиль , Маргарита Фёдоровна в «ШайваВики» Страница Маргариты Альбедиль в социальной сети «ВКонтакте»",todo
