thread_root_id,thread_subject,year,primary_topic,list_function,thread_length,first_url,renou_states,renou_registers,renou_labels,matched_message_count,match_count,confidence,evidence
000009,forwarded message: seeking Mahabharata e-text.,1990,Bibliographic requests,identification/help request,1,https://list.indology.info/pipermail/indology/1990-November/000009.html,III,epic,Epic; Epic & prolongements,1,2,subject_pattern,subject matched `Mahabharata` using `state_III`; subject matched `Mahabharata` using `register_epic`
000116,Vedic dates,1991,Veda and ritual,general discussion,2,https://list.indology.info/pipermail/indology/1991-August/000116.html,I,,Vedic,2,2,subject_pattern,subject matched `Vedic` using `state_I`; subject matched `Vedic` using `state_I`
000167,need info about grammar book,1991,Grammar and linguistics,philological discussion,1,https://list.indology.info/pipermail/indology/1991-November/000167.html,II,vyakarana,Pāṇinian; Vyākaraṇa,1,2,subject_pattern,subject matched `grammar` using `state_II`; subject matched `grammar` using `register_vyakarana`
000192,5.0679 Qs: Pali E-Texts; COMPress; Bergen Libraries... (5/109),1992,Buddhism and Jainism,general discussion,1,https://list.indology.info/pipermail/indology/1992-February/000192.html,V,,Buddhist / Jaina,1,1,subject_pattern,subject matched `Pali` using `state_V`
000193,5.0679 Qs: Pali E-Texts; COMPress; Bergen Libraries... (5/109,1992,Buddhism and Jainism,general discussion,1,https://list.indology.info/pipermail/indology/1992-February/000193.html,V,,Buddhist / Jaina,1,1,subject_pattern,subject matched `Pali` using `state_V`
000200,help on Mahabharata passage,1992,Texts and philology,identification/help request,3,https://list.indology.info/pipermail/indology/1992-March/000200.html,III,epic,Epic; Epic & prolongements,3,6,subject_pattern,subject matched `Mahabharata` using `state_III`; subject matched `Mahabharata` using `register_epic`; subject matched `Mahabharata` using `state_III`; subject matched `Mahabharata` using `register_epic`; subject matched `Mahabharata` using `state_III`; subject matched `Mahabharata` using `register_epic`
000206,Mahabharata 5.172.20 follow-up,1992,Texts and philology,general discussion,2,https://list.indology.info/pipermail/indology/1992-March/000206.html,III,epic,Epic; Epic & prolongements,2,4,subject_pattern,subject matched `Mahabharata` using `state_III`; subject matched `Mahabharata` using `register_epic`; subject matched `Mahabharata` using `state_III`; subject matched `Mahabharata` using `register_epic`
000255,"National scandal: Ganesha being sold as a ""monster""!",1992,General scholarly discussion,general discussion,4,https://list.indology.info/pipermail/indology/1992-June/000255.html,,epig,Epigraphic,1,1,subject_pattern,subject matched `inscriptions` using `register_epig`
000265,Chaulukya period inscriptions,1992,General scholarly discussion,general discussion,3,https://list.indology.info/pipermail/indology/1992-June/000265.html,,epig,Epigraphic,2,2,subject_pattern,subject matched `inscriptions` using `register_epig`; subject matched `inscriptions` using `register_epig`
000323,Harivamsa Translation,1992,Texts and philology,philological discussion,3,https://list.indology.info/pipermail/indology/1992-September/000323.html,III,epic,Epic; Epic & prolongements,2,4,subject_pattern,subject matched `Harivamsa` using `state_III`; subject matched `Harivamsa` using `register_epic`; subject matched `Harivamsa` using `state_III`; subject matched `Harivamsa` using `register_epic`
