thread_root_id,thread_subject,year,primary_topic,list_function,thread_length,first_url,renou_states,renou_registers,renou_labels,matched_message_count,match_count,confidence,evidence
000394,english transliteration using TeX,1993,Digital resources and tools,digital resource/tool,3,https://list.indology.info/pipermail/indology/1993-January/000394.html,I,rgveda,Vedic; Ṛgveda,1,2,subject_pattern,subject matched `Rigveda` using `state_I`; subject matched `Rigveda` using `register_rgveda`
000397,english transliteration using TeX,1993,Digital resources and tools,digital resource/tool,3,https://list.indology.info/pipermail/indology/1993-January/000397.html,I,rgveda,Vedic; Ṛgveda,2,4,subject_pattern,subject matched `Rigveda` using `state_I`; subject matched `Rigveda` using `register_rgveda`; subject matched `Rigveda` using `state_I`; subject matched `Rigveda` using `register_rgveda`
000402,Rigveda,1993,Veda and ritual,general discussion,1,https://list.indology.info/pipermail/indology/1993-January/000402.html,I,rgveda,Vedic; Ṛgveda,1,2,subject_pattern,subject matched `Rigveda` using `state_I`; subject matched `Rigveda` using `register_rgveda`
001859,Information about English Translation of Rigveda,1995,Veda and ritual,philological discussion,1,https://list.indology.info/pipermail/indology/1995-January/001859.html,I,rgveda,Vedic; Ṛgveda,1,2,subject_pattern,subject matched `Rigveda` using `state_I`; subject matched `Rigveda` using `register_rgveda`
002061,my disconnection,1995,General scholarly discussion,general discussion,2,https://list.indology.info/pipermail/indology/1995-February/002061.html,I,rgveda,Vedic; Ṛgveda,1,2,subject_pattern,subject matched `Rgveda` using `state_I`; subject matched `Rgveda` using `register_rgveda`
003459,Sadratnamala,1995,General scholarly discussion,general discussion,7,https://list.indology.info/pipermail/indology/1995-October/003460.html,,rgveda,Ṛgveda,1,1,subject_pattern,subject matched `RV` using `register_rgveda`
003474,E-mail Address of Peter Schreiner.,1995,General scholarly discussion,general discussion,5,https://list.indology.info/pipermail/indology/1995-November/003474.html,,rgveda,Ṛgveda,1,1,subject_pattern,subject matched `RV` using `register_rgveda`
003476,Geldner's RV in English?-- no!,1995,General scholarly discussion,general discussion,6,https://list.indology.info/pipermail/indology/1995-November/003476.html,,rgveda,Ṛgveda,3,3,subject_pattern,subject matched `RV` using `register_rgveda`; subject matched `RV` using `register_rgveda`; subject matched `RV` using `register_rgveda`
003480,Geldner's RV in English?-- no!,1995,General scholarly discussion,general discussion,1,https://list.indology.info/pipermail/indology/1995-November/003480.html,,rgveda,Ṛgveda,1,1,subject_pattern,subject matched `RV` using `register_rgveda`
003485,Geldner's RV in English?-- no!,1995,General scholarly discussion,general discussion,1,https://list.indology.info/pipermail/indology/1995-November/003485.html,,rgveda,Ṛgveda,1,1,subject_pattern,subject matched `RV` using `register_rgveda`
003492,Geldner's RV in English? - YES!,1995,General scholarly discussion,general discussion,1,https://list.indology.info/pipermail/indology/1995-November/003492.html,,rgveda,Ṛgveda,1,1,subject_pattern,subject matched `RV` using `register_rgveda`
003504,W.D.O'Flaherty's Rgveda,1995,Veda and ritual,general discussion,1,https://list.indology.info/pipermail/indology/1995-November/003504.html,I,rgveda,Vedic; Ṛgveda,1,2,subject_pattern,subject matched `Rgveda` using `state_I`; subject matched `Rgveda` using `register_rgveda`
003784,W.D.O'Flaherty's Rgveda,1995,Veda and ritual,general discussion,1,https://list.indology.info/pipermail/indology/1995-December/003784.html,I,rgveda,Vedic; Ṛgveda,1,2,subject_pattern,subject matched `Rgveda` using `state_I`; subject matched `Rgveda` using `register_rgveda`
004913,Native speakers of Sanskrit...,1996,General scholarly discussion,general discussion,18,https://list.indology.info/pipermail/indology/1996-May/004913.html,,rgveda,Ṛgveda,2,2,subject_pattern,subject matched `RV` using `register_rgveda`; subject matched `RV` using `register_rgveda`
005016,Dating,1996,General scholarly discussion,general discussion,5,https://list.indology.info/pipermail/indology/1996-May/005016.html,,rgveda,Ṛgveda,3,3,subject_pattern,subject matched `RV` using `register_rgveda`; subject matched `RV` using `register_rgveda`; subject matched `RV` using `register_rgveda`
005022,transmigration in the RV,1996,General scholarly discussion,general discussion,1,https://list.indology.info/pipermail/indology/1996-May/005022.html,,rgveda,Ṛgveda,1,1,subject_pattern,subject matched `RV` using `register_rgveda`
