thread_root_id,thread_subject,year,primary_topic,list_function,thread_length,first_url,renou_states,renou_registers,renou_labels,matched_message_count,match_count,confidence,evidence
000116,Vedic dates,1991,Veda and ritual,general discussion,2,https://list.indology.info/pipermail/indology/1991-August/000116.html,I,,Vedic,2,2,subject_pattern,subject matched `Vedic` using `state_I`; subject matched `Vedic` using `state_I`
000394,english transliteration using TeX,1993,Digital resources and tools,digital resource/tool,3,https://list.indology.info/pipermail/indology/1993-January/000394.html,I,rgveda,Vedic; Ṛgveda,1,2,subject_pattern,subject matched `Rigveda` using `state_I`; subject matched `Rigveda` using `register_rgveda`
000395,Vedic accents in TeX,1993,Veda and ritual,general discussion,1,https://list.indology.info/pipermail/indology/1993-January/000395.html,I,,Vedic,1,1,subject_pattern,subject matched `Vedic` using `state_I`
000397,english transliteration using TeX,1993,Digital resources and tools,digital resource/tool,3,https://list.indology.info/pipermail/indology/1993-January/000397.html,I,rgveda,Vedic; Ṛgveda,2,4,subject_pattern,subject matched `Rigveda` using `state_I`; subject matched `Rigveda` using `register_rgveda`; subject matched `Rigveda` using `state_I`; subject matched `Rigveda` using `register_rgveda`
000402,Rigveda,1993,Veda and ritual,general discussion,1,https://list.indology.info/pipermail/indology/1993-January/000402.html,I,rgveda,Vedic; Ṛgveda,1,2,subject_pattern,subject matched `Rigveda` using `state_I`; subject matched `Rigveda` using `register_rgveda`
000539,shvetashvatara-upanishad,1993,Veda and ritual,general discussion,3,https://list.indology.info/pipermail/indology/1993-June/000540.html,I,upanisad,Upaniṣad; Vedic,1,2,subject_pattern,subject matched `upanishad` using `state_I`; subject matched `upanishad` using `register_upanisad`
000549,Anyone with an interest in current Vedic scholarship...,1993,Veda and ritual,general discussion,1,https://list.indology.info/pipermail/indology/1993-June/000549.html,I,,Vedic,1,1,subject_pattern,subject matched `Vedic` using `state_I`
000586,Sanskrit version of verse from Isa Upanishad,1993,Veda and ritual,philological discussion,2,https://list.indology.info/pipermail/indology/1993-July/000586.html,I,kavya; upanisad,Kāvya; Upaniṣad; Vedic,2,6,subject_pattern,subject matched `Upanishad` using `state_I`; subject matched `Upanishad` using `register_upanisad`; subject matched `verse` using `register_kavya`; subject matched `Upanishad` using `state_I`; subject matched `Upanishad` using `register_upanisad`; subject matched `verse` using `register_kavya`
000588,Sanskrit Version of Verse from Chandogya Upanishad,1993,Veda and ritual,philological discussion,2,https://list.indology.info/pipermail/indology/1993-July/000588.html,I,kavya; upanisad,Kāvya; Upaniṣad; Vedic,2,6,subject_pattern,subject matched `Upanishad` using `state_I`; subject matched `Chandogya` using `register_upanisad`; subject matched `Verse` using `register_kavya`; subject matched `Upanishad` using `state_I`; subject matched `Chandogya` using `register_upanisad`; subject matched `Verse` using `register_kavya`
000736,Aryabhata,1993,General scholarly discussion,general discussion,3,https://list.indology.info/pipermail/indology/1993-October/000736.html,I,,Vedic,1,1,subject_pattern,subject matched `Vedic` using `state_I`
