thread_root_id,thread_subject,year,primary_topic,list_function,thread_length,first_url,renou_states,renou_registers,renou_labels,matched_message_count,match_count,confidence,evidence
000192,5.0679 Qs: Pali E-Texts; COMPress; Bergen Libraries... (5/109),1992,Buddhism and Jainism,general discussion,1,https://list.indology.info/pipermail/indology/1992-February/000192.html,V,,Buddhist / Jaina,1,1,subject_pattern,subject matched `Pali` using `state_V`
000193,5.0679 Qs: Pali E-Texts; COMPress; Bergen Libraries... (5/109,1992,Buddhism and Jainism,general discussion,1,https://list.indology.info/pipermail/indology/1992-February/000193.html,V,,Buddhist / Jaina,1,1,subject_pattern,subject matched `Pali` using `state_V`
000380,Can computers teach Sanskrit?,1993,General scholarly discussion,general discussion,2,https://list.indology.info/pipermail/indology/1993-January/000380.html,V,,Buddhist / Jaina,1,1,subject_pattern,subject matched `Pali` using `state_V`
000379,Pali canon on disk?,1993,Buddhism and Jainism,general discussion,1,https://list.indology.info/pipermail/indology/1993-January/000379.html,V,,Buddhist / Jaina,1,1,subject_pattern,subject matched `Pali` using `state_V`
000495,Announcement of a new edition of a Mongolian translation of the Kanjur section of the Tripitaka...,1993,Buddhism and Jainism,philological discussion,1,https://list.indology.info/pipermail/indology/1993-May/000495.html,V,,Buddhist / Jaina,1,1,subject_pattern,subject matched `Tripitaka` using `state_V`
000696,Pali Text Society fax or e-mail number???,1993,Buddhism and Jainism,philological discussion,1,https://list.indology.info/pipermail/indology/1993-September/000696.html,V,,Buddhist / Jaina,1,1,subject_pattern,subject matched `Pali` using `state_V`
000729,"Reference to ""Sky-gazing"" in Vijnana-bhairava",1993,Bibliographic requests,bibliographic request,2,https://list.indology.info/pipermail/indology/1993-October/000729.html,V,,Buddhist / Jaina,1,1,subject_pattern,subject matched `Pali` using `state_V`
000750,NEWS from Thailand/ENGLAND on the TIPITAKA,1993,Buddhism and Jainism,general discussion,1,https://list.indology.info/pipermail/indology/1993-November/000750.html,V,,Buddhist / Jaina,1,1,subject_pattern,subject matched `TIPITAKA` using `state_V`
000760,Jain commercial life,1993,Buddhism and Jainism,general discussion,1,https://list.indology.info/pipermail/indology/1993-November/000760.html,V,jaina,Buddhist / Jaina; Jaina,1,2,subject_pattern,subject matched `Jain` using `state_V`; subject matched `Jain` using `register_jaina`
001057,new Sanskrit and Pali texts available,1994,Buddhism and Jainism,general discussion,1,https://list.indology.info/pipermail/indology/1994-June/001057.html,V,,Buddhist / Jaina,1,1,subject_pattern,subject matched `Pali` using `state_V`
001059,Dhammapada Chinese and Pali,1994,Buddhism and Jainism,general discussion,1,https://list.indology.info/pipermail/indology/1994-June/001059.html,V,,Buddhist / Jaina,1,1,subject_pattern,subject matched `Pali` using `state_V`
001063,Vineet Jain's programs to analyse Sanskrit texts.,1994,Buddhism and Jainism,general discussion,3,https://list.indology.info/pipermail/indology/1994-June/001063.html,V,jaina,Buddhist / Jaina; Jaina,3,6,subject_pattern,subject matched `Jain` using `state_V`; subject matched `Jain` using `register_jaina`; subject matched `Jain` using `state_V`; subject matched `Jain` using `register_jaina`; subject matched `Jain` using `state_V`; subject matched `Jain` using `register_jaina`
001163,Buddhist and Pali Studies scholar Available,1994,Buddhism and Jainism,general discussion,1,https://list.indology.info/pipermail/indology/1994-August/001163.html,V,,Buddhist / Jaina,1,1,subject_pattern,subject matched `Pali` using `state_V`
001435,PALI JATAKAS PLEASE,1994,Buddhism and Jainism,general discussion,2,https://list.indology.info/pipermail/indology/1994-October/001435.html,V,,Buddhist / Jaina,1,1,subject_pattern,subject matched `PALI` using `state_V`
001451,Sandalwood,1994,General scholarly discussion,general discussion,4,https://list.indology.info/pipermail/indology/1994-October/001452.html,V,bauddha,Bauddha; Buddhist / Jaina,1,2,subject_pattern,subject matched `Bodhisattva` using `state_V`; subject matched `Bodhisattva` using `register_bauddha`
001455,Nidhi,1994,General scholarly discussion,general discussion,2,https://list.indology.info/pipermail/indology/1994-October/001455.html,V,bauddha,Bauddha; Buddhist / Jaina,1,2,subject_pattern,subject matched `Bodhisattva` using `state_V`; subject matched `Bodhisattva` using `register_bauddha`
001976,Abhishekam in ancient Jaina literature,1995,Buddhism and Jainism,general discussion,1,https://list.indology.info/pipermail/indology/1995-February/001976.html,V,jaina,Buddhist / Jaina; Jaina,1,2,subject_pattern,subject matched `Jaina` using `state_V`; subject matched `Jaina` using `register_jaina`
002184,Pali CD,1995,Buddhism and Jainism,general discussion,1,https://list.indology.info/pipermail/indology/1995-March/002184.html,V,,Buddhist / Jaina,1,1,subject_pattern,subject matched `Pali` using `state_V`
002211,Pali CD distributor,1995,Buddhism and Jainism,general discussion,1,https://list.indology.info/pipermail/indology/1995-March/002211.html,V,,Buddhist / Jaina,1,1,subject_pattern,subject matched `Pali` using `state_V`
002294,Hanuman Jayanti,1995,General scholarly discussion,general discussion,3,https://list.indology.info/pipermail/indology/1995-April/002294.html,I; V,,Buddhist / Jaina; Vedic,2,2,subject_pattern,subject matched `Pali` using `state_V`; subject matched `samhita` using `state_I`
002910,Justification for teaching Sanskrit,1995,Teaching and pedagogy,general discussion,2,https://list.indology.info/pipermail/indology/1995-August/002910.html,V,jaina,Buddhist / Jaina; Jaina,1,2,subject_pattern,subject matched `Jainism` using `state_V`; subject matched `Jainism` using `register_jaina`
002919,Jainism/Buddhism in Tamilnadu,1995,General scholarly discussion,general discussion,1,https://list.indology.info/pipermail/indology/1995-August/002919.html,V,jaina,Buddhist / Jaina; Jaina,1,2,subject_pattern,subject matched `Jainism` using `state_V`; subject matched `Jainism` using `register_jaina`
002936,CSX and OS/2,1995,General scholarly discussion,general discussion,20,https://list.indology.info/pipermail/indology/1995-August/002939.html,V,jaina,Buddhist / Jaina; Jaina,1,2,subject_pattern,subject matched `Jainism` using `state_V`; subject matched `Jainism` using `register_jaina`
002960,Jainism/Buddhism in Tamilnadu,1995,General scholarly discussion,general discussion,5,https://list.indology.info/pipermail/indology/1995-August/002960.html,V,jaina,Buddhist / Jaina; Jaina,1,2,subject_pattern,subject matched `Jainism` using `state_V`; subject matched `Jainism` using `register_jaina`
003160,Memory and IndiaWorld Headlines,1995,General scholarly discussion,general discussion,3,https://list.indology.info/pipermail/indology/1995-September/003160.html,V,jaina,Buddhist / Jaina; Jaina,1,2,subject_pattern,subject matched `Jainism` using `state_V`; subject matched `Jainism` using `register_jaina`
003276,Q: URL addresses,1995,General scholarly discussion,general discussion,9,https://list.indology.info/pipermail/indology/1995-October/003276.html,V,jaina,Buddhist / Jaina; Jaina,5,10,subject_pattern,subject matched `Jainism` using `state_V`; subject matched `Jainism` using `register_jaina`; subject matched `Jainism` using `state_V`; subject matched `Jainism` using `register_jaina`; subject matched `Jainism` using `state_V`; subject matched `Jainism` using `register_jaina`
003271,Hinduism and Buddhism/Jainism,1995,General scholarly discussion,general discussion,1,https://list.indology.info/pipermail/indology/1995-October/003271.html,V,jaina,Buddhist / Jaina; Jaina,1,2,subject_pattern,subject matched `Jainism` using `state_V`; subject matched `Jainism` using `register_jaina`
003274,Hinduism and Buddhism/Jainism,1995,General scholarly discussion,general discussion,1,https://list.indology.info/pipermail/indology/1995-October/003274.html,V,jaina,Buddhist / Jaina; Jaina,1,2,subject_pattern,subject matched `Jainism` using `state_V`; subject matched `Jainism` using `register_jaina`
003273,Hinduism and Buddhism/Jainism,1995,General scholarly discussion,general discussion,1,https://list.indology.info/pipermail/indology/1995-October/003273.html,V,jaina,Buddhist / Jaina; Jaina,1,2,subject_pattern,subject matched `Jainism` using `state_V`; subject matched `Jainism` using `register_jaina`
003284,Hinduism and Buddhism/Jainism,1995,General scholarly discussion,general discussion,1,https://list.indology.info/pipermail/indology/1995-October/003284.html,V,jaina,Buddhist / Jaina; Jaina,1,2,subject_pattern,subject matched `Jainism` using `state_V`; subject matched `Jainism` using `register_jaina`
