thread_root_id,score,subject,primary_topic,dominant_list_function,message_count,author_count,reply_count,topic_count,request_like,resolution_like,debate_like,first_date,first_url,authors,evidence
052077,427,A distraction from the Coronavirus,General scholarly discussion,general discussion,122,19,122,1,False,False,False,2020-04-01 06:14:15+00:00,https://list.indology.info/pipermail/indology/2020-April/052077.html,"Alfred Hiltebeitel | Amba Kulkarni | Arjuna S R | Christian Ferstl | Christophe Vielle | Dániel Balogh | Girish Jha | Hock, Hans Henrich | Jan E.M. Houben | Joanna Jurewicz | Madhav Deshpande | Nagaraj Paturi",long thread; multi-author; resolved replies
013924,388,SV: Paired Horse and PIE breakup,General scholarly discussion,general discussion,108,14,106,4,False,True,False,1998-11-03 09:53:38+00:00,https://list.indology.info/pipermail/indology/1998-November/013927.html,Artur Karp | C.R. Selvakumar | Dominique.Thillaud | Georg von Simson | H.M.Hubey | Jacob Baltuch | Lars Martin Fosse | Mani Varadarajan | Miguel Carrasquer Vidal | N. Ganesan | Narayan S. Raja | Paul Kekai Manansala,long thread; multi-author; resolved replies; thanks/correction language
023195,338,"""Science"" in India",History and culture,general discussion,70,34,68,5,False,True,False,2000-10-18 19:41:45+00:00,https://list.indology.info/pipermail/indology/2000-October/023202.html,Arun Gupta | Bhadraiah Mallampalli | Bijoy Misra | Brian Akers | David Salmon | Dominik Wujastyk | Dr Y. Vassilkov | Edwin Bryant | George Thompson | Kumar | Lars Martin Fosse | Motilal Banarsidass,long thread; multi-author; resolved replies; thanks/correction language
049728,285,Sexism and Bias on INDOLOGY governing committee,General scholarly discussion,debate/controversy,56,35,55,1,False,False,True,2019-04-02 07:55:13+00:00,https://list.indology.info/pipermail/indology/2019-April/049728.html,Aleix Ruiz Falqués | Aleksandar Uskokov | Arash Zeini | Audrey Truschke | Birgit Kellner | Bradley Clough | Camillo Formigatti | Christophe Vielle | DIEGO LOUKOTA SANCLEMENTE | Dominik Wujastyk | Harry Falk | Herman Tull,long thread; multi-author; resolved replies; debate language
015606,284,Ontology of Ramanuja,General scholarly discussion,general discussion,74,12,73,7,False,False,False,1999-02-02 14:02:29+00:00,https://list.indology.info/pipermail/indology/1999-February/015606.html,"Bijoy Misra | Chandrasekaran, Periannan | Christopher Fernandez | DEVARAKONDA VENKATA NARAYANA SARMA | Dan Lusthaus | Michael Witzel | N. Ganesan | Narayan S. Raja | Petr Mares | Ramakrishnan Balasubramanian | Swaminathan Madhuresan | Venkatraman Iyer",long thread; multi-author; resolved replies
049514,282,Non-standard sandhi,Grammar and linguistics,philological discussion,82,10,81,2,False,False,False,2019-03-17 19:10:15+00:00,https://list.indology.info/pipermail/indology/2019-March/049514.html,"Christophe Vielle | Elliot Stern | Harry Spier | Jan E.M. Houben | Johannes Bronkhorst | Krishnaprasad G | Madhav Deshpande | Martin Gansten | Olivelle, J P | Philipp Maas",long thread; multi-author; resolved replies
010710,279,Tamil words in English,General scholarly discussion,general discussion,59,26,57,4,True,False,False,1998-02-05 22:19:07+00:00,https://list.indology.info/pipermail/indology/1998-February/010711.html,Bh. Krishnamurti | DEVARAKONDA VENKATA NARAYANA SARMA | Dominik Wujastyk | Dominique.Thillaud | Erik Seldeslachts | J.B. Sharma | Jacob Baltuch | Jan Filipsky | K V N Gopal | Klaus Karttunen | Lakshmi Srinivas | Lars Martin Fosse,long thread; multi-author; resolved replies; request/help language
015672,264,"questions: hymns, latAveZin, manner of death",General scholarly discussion,general discussion,58,20,57,5,True,False,False,1999-02-07 16:46:10+00:00,https://list.indology.info/pipermail/indology/1999-February/015672.html,"Aditya, the ]-[indu $kepti¢ | Birgit Kellner | Chandrasekaran, Periannan | Christopher Fernandez | Dominik Wujastyk | Elliot Stern | Harry Spier | Jan Brzezinski | John Smith | M. Tandy | Michael Witzel | N. Ganesan",long thread; multi-author; resolved replies; request/help language
019623,257,Millennium,General scholarly discussion,general discussion,61,16,60,4,True,False,False,2000-01-03 12:59:05+00:00,https://list.indology.info/pipermail/indology/2000-January/019623.html,Allen W Thrasher | Artur Karp | Bharat Gupt | Heinz Werner Wessler | Koenraad Elst | Lakshmi Srinivas | Lars Martin Fosse | N. Ganesan | Periannan Chandrasekaran | RM.Krishnan | Rajarshi Banerjee | Samar Abbas,long thread; multi-author; resolved replies; request/help language
020450,247,BiBTeX Packages for citing MSS,Veda and ritual,general discussion,47,22,46,5,True,True,False,2000-03-09 04:08:26+00:00,https://list.indology.info/pipermail/indology/2000-March/020450.html,Benjamin Fleming | Birgit Kellner | Georg von Simson | George Thompson | Harry Spier | Klaus Karttunen | Koenraad Elst | Krishna Kalale | L.S.Cousins | Lars Martin Fosse | Michael Witzel | Narayan S. Raja,long thread; multi-author; resolved replies; request/help language; thanks/correction language
