thread_root_id,thread_subject,year,primary_topic,list_function,thread_length,first_url,renou_states,renou_registers,renou_labels,matched_message_count,match_count,confidence,evidence
003505,W.D.O'Flaherty's Jaiminiya Brahmana,1995,Veda and ritual,general discussion,1,https://list.indology.info/pipermail/indology/1995-November/003505.html,I,brahmana,Brāhmaṇa; Vedic,1,2,subject_pattern,subject matched `Brahmana` using `state_I`; subject matched `Brahmana` using `register_brahmana`
008414,Taittiriya Brahmana,1997,Veda and ritual,general discussion,1,https://list.indology.info/pipermail/indology/1997-June/008414.html,I,brahmana,Brāhmaṇa; Vedic,1,2,subject_pattern,subject matched `Brahmana` using `state_I`; subject matched `Taittiriya` using `register_brahmana`
019656,Marriage between cousins,2000,General scholarly discussion,general discussion,15,https://list.indology.info/pipermail/indology/2000-January/019656.html,I,brahmana,Brāhmaṇa; Vedic,1,2,subject_pattern,subject matched `Vedic` using `state_I`; subject matched `taittiriya` using `register_brahmana`
019856,Taittiriya Samhita,2000,General scholarly discussion,general discussion,3,https://list.indology.info/pipermail/indology/2000-January/019856.html,I,brahmana,Brāhmaṇa; Vedic,3,6,subject_pattern,subject matched `Samhita` using `state_I`; subject matched `Taittiriya` using `register_brahmana`; subject matched `Samhita` using `state_I`; subject matched `Taittiriya` using `register_brahmana`; subject matched `Samhita` using `state_I`; subject matched `Taittiriya` using `register_brahmana`
019863,Dating the Veda: Using the Horse and Planets,2000,Veda and ritual,general discussion,13,https://list.indology.info/pipermail/indology/2000-January/019863.html,I,brahmana,Brāhmaṇa; Vedic,9,11,subject_pattern,subject matched `Veda` using `state_I`; subject matched `Veda` using `state_I`; subject matched `Vedic` using `state_I`; subject matched `taittiriya` using `register_brahmana`; subject matched `Veda` using `state_I`; subject matched `Veda` using `state_I`
019904,Vedic accent in taittiriya samhita,2000,Veda and ritual,general discussion,1,https://list.indology.info/pipermail/indology/2000-January/019904.html,I,brahmana,Brāhmaṇa; Vedic,1,2,subject_pattern,subject matched `Vedic` using `state_I`; subject matched `taittiriya` using `register_brahmana`
019905,Vedic accent in taittiriya samhita,2000,Veda and ritual,general discussion,14,https://list.indology.info/pipermail/indology/2000-January/019906.html,I; III; V,bauddha; brahmana; epic,Bauddha; Brāhmaṇa; Buddhist / Jaina; Epic; Epic & prolongements; Vedic,10,18,subject_pattern,subject matched `Vedic` using `state_I`; subject matched `taittiriya` using `register_brahmana`; subject matched `Theravada` using `state_V`; subject matched `Theravada` using `register_bauddha`; subject matched `Veda` using `state_I`; subject matched `Veda` using `state_I`
019914,Skt vocabulary for: Hail,2000,General scholarly discussion,general discussion,9,https://list.indology.info/pipermail/indology/2000-January/019914.html,I,brahmana,Brāhmaṇa; Vedic,2,3,subject_pattern,subject matched `Veda` using `state_I`; subject matched `Vedic` using `state_I`; subject matched `taittiriya` using `register_brahmana`
019935,Looking for studies on the Rbhu-s,2000,Bibliographic requests,identification/help request,7,https://list.indology.info/pipermail/indology/2000-January/019935.html,I,brahmana,Brāhmaṇa; Vedic,1,2,subject_pattern,subject matched `Vedic` using `state_I`; subject matched `taittiriya` using `register_brahmana`
019939,Looking for studies on the Rbhu-s,2000,Bibliographic requests,identification/help request,2,https://list.indology.info/pipermail/indology/2000-January/019939.html,I,brahmana,Brāhmaṇa; Vedic,1,2,subject_pattern,subject matched `Vedic` using `state_I`; subject matched `taittiriya` using `register_brahmana`
019949,Vedic accent in taittiriya samhita,2000,Veda and ritual,general discussion,1,https://list.indology.info/pipermail/indology/2000-January/019949.html,I,brahmana,Brāhmaṇa; Vedic,1,2,subject_pattern,subject matched `Vedic` using `state_I`; subject matched `taittiriya` using `register_brahmana`
023651,Siva and Vishnu (was: Kinship systems),2000,General scholarly discussion,general discussion,9,https://list.indology.info/pipermail/indology/2000-November/023651.html,I,brahmana; rgveda,Brāhmaṇa; Vedic; Ṛgveda,3,5,subject_pattern,subject matched `Samhita` using `state_I`; subject matched `Taittiriya` using `register_brahmana`; subject matched `Samhita` using `state_I`; subject matched `Taittiriya` using `register_brahmana`; subject matched `RV` using `register_rgveda`
023998,Differences between oral and written Taittiriya Samhita,2000,General scholarly discussion,general discussion,1,https://list.indology.info/pipermail/indology/2000-November/023998.html,I,brahmana,Brāhmaṇa; Vedic,1,2,subject_pattern,subject matched `Samhita` using `state_I`; subject matched `Taittiriya` using `register_brahmana`
023999,RV. asi - L. ensis < black (metal)?,2000,General scholarly discussion,general discussion,9,https://list.indology.info/pipermail/indology/2000-November/023999.html,I,brahmana; rgveda,Brāhmaṇa; Vedic; Ṛgveda,7,9,subject_pattern,subject matched `RV` using `register_rgveda`; subject matched `RV` using `register_rgveda`; subject matched `RV` using `register_rgveda`; subject matched `RV` using `register_rgveda`; subject matched `Samhita` using `state_I`; subject matched `Taittiriya` using `register_brahmana`
024012,Differences between oral and written Taittiriya Samhita,2000,General scholarly discussion,general discussion,1,https://list.indology.info/pipermail/indology/2000-November/024012.html,I,brahmana,Brāhmaṇa; Vedic,1,2,subject_pattern,subject matched `Samhita` using `state_I`; subject matched `Taittiriya` using `register_brahmana`
024009,RV. asi - L. ensis < black (metal)?,2000,General scholarly discussion,general discussion,6,https://list.indology.info/pipermail/indology/2000-November/024009.html,I,brahmana; rgveda,Brāhmaṇa; Vedic; Ṛgveda,3,4,subject_pattern,subject matched `RV` using `register_rgveda`; subject matched `RV` using `register_rgveda`; subject matched `Samhita` using `state_I`; subject matched `Taittiriya` using `register_brahmana`
024018,Differences between oral and written Taittiriya Samhita,2000,General scholarly discussion,general discussion,4,https://list.indology.info/pipermail/indology/2000-November/024018.html,I,brahmana,Brāhmaṇa; Vedic,1,2,subject_pattern,subject matched `Samhita` using `state_I`; subject matched `Taittiriya` using `register_brahmana`
024023,Differences between oral and written Taittiriya Samhita,2000,General scholarly discussion,general discussion,7,https://list.indology.info/pipermail/indology/2000-November/024023.html,I,brahmana,Brāhmaṇa; Vedic,1,2,subject_pattern,subject matched `Samhita` using `state_I`; subject matched `Taittiriya` using `register_brahmana`
024120,nyaaya stock-examples,2000,General scholarly discussion,general discussion,9,https://list.indology.info/pipermail/indology/2000-November/024120.html,I,brahmana,Brāhmaṇa; Vedic,1,2,subject_pattern,subject matched `Samhita` using `state_I`; subject matched `Taittiriya` using `register_brahmana`
024551,SV: Harappan Euhemerus,2000,General scholarly discussion,general discussion,3,https://list.indology.info/pipermail/indology/2000-December/024562.html,I,brahmana,Brāhmaṇa; Vedic,1,2,subject_pattern,subject matched `BrAhmaNa` using `state_I`; subject matched `BrAhmaNa` using `register_brahmana`
